file_name,startup_name,industry,business_model,founder_name,founder_linkedin,extraction_method
Foxo Health - Investment Memo.pdf,Foxo Health,Health & Longevity Tech,B2C,Sanmaya Dhal,,gemini
Fresh2all-Fundraise-Nov2024-1.5CR.pdf,Fresh2all,AgriTech/Food Supply Chain,B2B,Vivek Rao,,gemini
Fresh2all-Fundraise-Nov2024-1.5CR.pdf,Fresh2all,AgriTech/Food Supply Chain,B2B,Purnima Rao,,gemini
Fresh2all-Fundraise-Nov2024-1.5CR.pdf,Fresh2all,AgriTech/Food Supply Chain,B2B,Mohit Yadav,,gemini
Fresh2all-Fundraise-Nov2024-1.5CR.pdf,Fresh2all,AgriTech/Food Supply Chain,B2B,Narender Yadav,,gemini
Freshly_PitchDeck_Oct24.pdf,Freshly,"Q-commerce, Food Delivery, AgriTech",D2C,Yeshu Bansal,,gemini
Freshly_PitchDeck_Oct24.pdf,Freshly,"Q-commerce, Food Delivery, AgriTech",D2C,Parvesh Nehra,,gemini
FT Pre Series A Intro.pdf,Farmtheory,AgriTech,B2B,Arpit Agarwal,,gemini
FT Pre Series A Intro.pdf,Farmtheory,AgriTech,B2B,Sakshi Agarwal,,gemini
Fundraising Pitch for Mobipay 1.4 - taron mohan.pdf,Mobipay,FinTech,B2B,TARON MOHAN,,gemini
Fundraising Pitch for Mobipay 1.4 - taron mohan.pdf,Mobipay,FinTech,B2B,VIKRAM MEHTA,,gemini
Fundraising Pitch for Mobipay 1.4 - taron mohan.pdf,Mobipay,FinTech,B2B,RAJINDER SHARMA,,gemini
Fundraising Pitch for Mobipay 1.4 - taron mohan.pdf,Mobipay,FinTech,B2B,RAVI MITTAL,,gemini
Fundraising Pitch for Mobipay 1.4 - taron mohan.pdf,Mobipay,FinTech,B2B,RAJIV KASERA,,gemini
Fyn Pitch Deck- Nov 2024 (INR)).pdf,Fyn Mobility,Logistics,B2B,Visakh Sasikumar,,gemini
Fyn Pitch Deck- Nov 2024 (INR)).pdf,Fyn Mobility,Logistics,B2B,Niroop Janardhanan,,gemini
Fyn Pitch Deck- Nov 2024 (INR)).pdf,Fyn Mobility,Logistics,B2B,Manu Iyer,,gemini
GadgetGuru-Deck_21425 (2).pdf,Gadget Guruz Technologies Private Limited,Electronics Repair and E-waste Management,B2C,PRATEEK,,gemini
Gamesage - March25.pdf,GAME SAGE,"AI/ML, Sports Analytics, SaaS",B2B SaaS,Ayushman Sinha,,gemini
Gamesage - March25.pdf,GAME SAGE,"AI/ML, Sports Analytics, SaaS",B2B SaaS,Advika Sinha,,gemini
Gamesage - March25.pdf,GAME SAGE,"AI/ML, Sports Analytics, SaaS",B2B SaaS,Kavya Rajput,,gemini
Gamesage - March25.pdf,GAME SAGE,"AI/ML, Sports Analytics, SaaS",B2B SaaS,Cherish Puniani,,gemini
Gamesage - March25.pdf,GAME SAGE,"AI/ML, Sports Analytics, SaaS",B2B SaaS,Aryan Jain,,gemini
Gamesage - March25.pdf,GAME SAGE,"AI/ML, Sports Analytics, SaaS",B2B SaaS,Pulkit Pannu,,gemini
Gamesage - March25.pdf,GAME SAGE,"AI/ML, Sports Analytics, SaaS",B2B SaaS,Shreyansh V Gautam,,gemini
Garaaz July24.pdf,Garaaz - SVAN AUTOTECH PVT. LTD.,Automotive Spare Parts,B2B,Shaleen Agarwal,,gemini
Garaaz July24.pdf,Garaaz - SVAN AUTOTECH PVT. LTD.,Automotive Spare Parts,B2B,Sahil Rally,,gemini
Garaaz July24.pdf,Garaaz - SVAN AUTOTECH PVT. LTD.,Automotive Spare Parts,B2B,Varun Agarwal,,gemini
Genesis_Pitch.pdf,Avasar,FinTech,B2B2C,Koushal Dhakad,,gemini
Genesis_Pitch.pdf,Avasar,FinTech,B2B2C,Abhishek Chachan,,gemini
Genesis_Pitch.pdf,Avasar,FinTech,B2B2C,Ankit Jhunjhunwala,,gemini
Genesis_Pitch.pdf,Avasar,FinTech,B2B2C,Shashikant Kumar,,gemini
Genme - Mar25.pdf,Genme,FinTech/HealthTech,B2B2C,Parth Sarthi,,gemini
Genme - Mar25.pdf,Genme,FinTech/HealthTech,B2B2C,Saransh Goyal,,gemini
Genme - Mar25.pdf,Genme,FinTech/HealthTech,B2B2C,Krish Vashistha,,gemini
GhostKitchens - Aug_25.pdf,Error - No Text,,,,,failed
GlobCred Teaser.pdf,GlobCred,FinTech,B2B2C,Sid Maheshwari,,gemini
GlobCred Teaser.pdf,GlobCred,FinTech,B2B2C,Saahil Deo,,gemini
Globixo-AI-Deck.pdf,Globixo,"AI/ML, B2B Sourcing, Cross-Border Trade","B2B, SaaS, Marketplace",Awadhesh Kumar,,gemini
Globixo-AI-Deck.pdf,Globixo,"AI/ML, B2B Sourcing, Cross-Border Trade","B2B, SaaS, Marketplace",Somveer Payal,,gemini
Globlam 2024.pdf,Globlam,E-commerce,B2B,Khushiram Kadian,,gemini
Globlam 2024.pdf,Globlam,E-commerce,B2B,Priyanka Rai,,gemini
GoodMeds_Pitchdeck.pdf,GoodMeds,HealthTech,D2C,Nihar Shedge,,gemini
GoodMeds_Pitchdeck.pdf,GoodMeds,HealthTech,D2C,Shubh Gawhade,,gemini
Google For Startups.pdf,India Class 7,AI/ML,"B2B, B2C, B2B2C",,,gemini
GoPluto.ai Investor Pitch Deck20.pdf,GoPLUTO.AI,"AI/ML, SaaS",B2B2C,Navin Kumar,,gemini
GoPluto.ai Investor Pitch Deck20.pdf,GoPLUTO.AI,"AI/ML, SaaS",B2B2C,Bharat Shree Maheshwari,,gemini
Great India Game.pdf,Can A Game,Real Money Gaming,B2C,Sonia Kullar,,gemini
Great India Game.pdf,Can A Game,Real Money Gaming,B2C,Shivjeet Kullar,,gemini
Great India Game.pdf,Can A Game,Real Money Gaming,B2C,Sanjana Baweja,,gemini
Great India Game.pdf,Can A Game,Real Money Gaming,B2C,Nandini Chopra,,gemini
Great India Game.pdf,Can A Game,Real Money Gaming,B2C,Swati Sodhi,,gemini
Great India Game.pdf,Can A Game,Real Money Gaming,B2C,Nitin Awasthi,,gemini
GreenStitch - Sep24.pdf,Error - No Text,,,,,failed
GreenSupply avocado and kiwi venture_compressed.pdf,GreenSupply Nepal,AgriTech,B2B,Ayush Verma,,gemini
GreenSupply avocado and kiwi venture_compressed.pdf,GreenSupply Nepal,AgriTech,B2B,Ritesh Kumar,,gemini
GreenSupply avocado and kiwi venture_compressed.pdf,GreenSupply Nepal,AgriTech,B2B,Rajesh Kumar,,gemini
Grexa_Pitch_Deck_OffPitch#1.pdf,Error - No Text,,,,,failed
Grid - Jan_25.pdf,GRID,Operations Intelligence for Smart Utilities,B2B SaaS,Udit Poddar,,gemini
Grid - Jan_25.pdf,GRID,Operations Intelligence for Smart Utilities,B2B SaaS,Shreyansh Jain,,gemini
Grid - Jan_25.pdf,GRID,Operations Intelligence for Smart Utilities,B2B SaaS,Shaurya Poddar,,gemini
Grid - Jan_25.pdf,GRID,Operations Intelligence for Smart Utilities,B2B SaaS,Aayush Agrawal,,gemini
GTMvantage_PitchDeck.pdf,GTMvantage,SaaS,B2B,Neeraj Saxena,,gemini
GTMvantage_PitchDeck.pdf,GTMvantage,SaaS,B2B,Ashwani Agarwal,,gemini
GTMvantage_PitchDeck.pdf,GTMvantage,SaaS,B2B,Anshul Saxena,,gemini
GumoAI - Mohammad Shakir.pdf,Gumo,"AI/ML, TravelTech",D2C,Shakir,,gemini
GumoAI - Mohammad Shakir.pdf,Gumo,"AI/ML, TravelTech",D2C,Manish,,gemini
H2C0.pdf,Umagine,Hydrogen Fuel Cells / CleanTech,B2B,Santosh Gurunath,https://linkedin.com/in/santosh@umagine.co.in,gemini
H2C0.pdf,Umagine,Hydrogen Fuel Cells / CleanTech,B2B,Laxmikant Banjarey,,gemini
H2next_Pitchdeck.pptx.pdf,H2next Private Limited,Green Hydrogen / Electrolysers / CleanTech,B2B,Dr. Swaminathan Subramanian,,gemini
H2next_Pitchdeck.pptx.pdf,H2next Private Limited,Green Hydrogen / Electrolysers / CleanTech,B2B,Mrs Vishalakshi Subramanian,,gemini
H2next_Pitchdeck.pptx.pdf,H2next Private Limited,Green Hydrogen / Electrolysers / CleanTech,B2B,Er. Subramanian Viswanathan Subramanian,,gemini
Haeywa_Pitch_Deck.pdf,Dotnova AItech Private Limited,FinTech,B2B,Shilpa,,gemini
Haeywa_Pitch_Deck.pdf,Dotnova AItech Private Limited,FinTech,B2B,Ankit Goel,,gemini
Half Stranger Pitch Deck (intro) (1).pdf,Half Stranger,Social Networking,B2C,Rahul Kumar,,gemini
Half Stranger Pitch Deck (intro) (1).pdf,Half Stranger,Social Networking,B2C,Arush Mahajan,,gemini
Half Stranger Pitch Deck (intro) (1).pdf,Half Stranger,Social Networking,B2C,Tarun Mahotra,,gemini
Half Stranger Pitch Deck (intro) (1).pdf,Half Stranger,Social Networking,B2C,Neelaksh Bharaj,,gemini
Half Stranger Pitch Deck (intro).pdf,Half Stranger,Social Networking,D2C,Rahul Kumar,,gemini
Half Stranger Pitch Deck (intro).pdf,Half Stranger,Social Networking,D2C,Arush Mahajan,,gemini
Half Stranger Pitch Deck (intro).pdf,Half Stranger,Social Networking,D2C,Tarun Mahotra,,gemini
Half Stranger Pitch Deck (intro).pdf,Half Stranger,Social Networking,D2C,Neelaksh Bharaj,,gemini
handpickd_inote_Leo.pdf,handpickd,D2C - Fresh Commerce,D2C,Anant Goel,,gemini
handpickd_inote_Leo.pdf,handpickd,D2C - Fresh Commerce,D2C,Nitin Gupta,,gemini
handpickd_inote_Leo.pdf,handpickd,D2C - Fresh Commerce,D2C,Sahil Madan,,gemini
Harley_s_Pitch_Deck_Dec-2024.pdf,Harleys India Fine Baking,Bakery & Confectionery,B2C,Suresh N R,,gemini
HelioExpect - May_25.pdf,HELIOEXPECT,Renewable Energy Tech,SaaS,Navneet Anand,,gemini
HelioExpect - May_25.pdf,HELIOEXPECT,Renewable Energy Tech,SaaS,Shaharyar Shamshi,,gemini
HelioExpect - May_25.pdf,HELIOEXPECT,Renewable Energy Tech,SaaS,Avik Mitra,,gemini
Helse Medical Sciences_Investor_March 2025.pdf,Helse Medical Sciences,Healthcare,B2B2C,Gaurav Dutta,,gemini
Helse Medical Sciences_Investor_March 2025.pdf,Helse Medical Sciences,Healthcare,B2B2C,Rohit Saikia,,gemini
Heva AI - Pitch Deck V3.4.pdf,Error - No Text,,,,,failed
Hexall_Deck_051124.pdf,Hexall Motors,"Automotive, Electric Vehicles",B2B,Dinesh Tyagi,,gemini
Hexall_Deck_051124.pdf,Hexall Motors,"Automotive, Electric Vehicles",B2B,Ramanathan S Devesh Pareek,,gemini
Hexalog Intro  V2.1.pdf,Hexalog,Logistics/Freight Forwarding,B2B2C,Vineet Malik,,gemini
Hexalog Intro  V2.1.pdf,Hexalog,Logistics/Freight Forwarding,B2B2C,Utkarsh Tripathi,,gemini
Hexalog Intro  V2.1.pdf,Hexalog,Logistics/Freight Forwarding,B2B2C,Dibyanshu Tripathi,,gemini
HEXAMAIL EDITION ONE Q1 FY2024-25.pdf,Hexalog,Logistics,B2B,Dibyanshu Tripathi,,gemini
HEXAMAIL EDITION ONE Q1 FY2024-25.pdf,Hexalog,Logistics,B2B,Shobhit Singh,,gemini
HEXAMAIL EDITION ONE Q1 FY2024-25.pdf,Hexalog,Logistics,B2B,Utkarsh Tripathi,,gemini
Hexasecure+Labs_Deck.pdf,Hexa Secure Labs,Cybersecurity SaaS,B2B/B2C,Francis Xavier,,gemini
Hexasecure+Labs_Deck.pdf,Hexa Secure Labs,Cybersecurity SaaS,B2B/B2C,Ratnadeep Dey Roy,,gemini
Hexasecure+Labs_Deck.pdf,Hexa Secure Labs,Cybersecurity SaaS,B2B/B2C,Sudeep Singh,,gemini
Hexasecure+Labs_Deck.pdf,Hexa Secure Labs,Cybersecurity SaaS,B2B/B2C,Rajeev Kulkarni,,gemini
Hexasecure+Labs_Deck.pdf,Hexa Secure Labs,Cybersecurity SaaS,B2B/B2C,Ankit De,,gemini
Hexasecure+Labs_Deck.pdf,Hexa Secure Labs,Cybersecurity SaaS,B2B/B2C,Suhas Kadam,,gemini
Hirebuddy Latest Deck (1).pdf,Hirebuddy,"AI/ML, SaaS, HR Tech","D2C, B2B",Sarvagya Kulshreshtha,,gemini
Hirebuddy Latest Deck (1).pdf,Hirebuddy,"AI/ML, SaaS, HR Tech","D2C, B2B",Nishant Sharma,,gemini
HireForCare Pitch Deck V5.pdf,Verified Helpers,Home Services,B2C,,,gemini
Hirenex.AI pitch deck.pdf,HireNex.ai,"AI/ML, HR Tech, SaaS",B2B,Saksham Gupta,,gemini
Hirenex.AI pitch deck.pdf,HireNex.ai,"AI/ML, HR Tech, SaaS",B2B,Ayush Khandelwal,,gemini
Hirenex.AI pitch deck.pdf,HireNex.ai,"AI/ML, HR Tech, SaaS",B2B,MD Shahab Alam,,gemini
Hirenex.AI pitch deck.pdf,HireNex.ai,"AI/ML, HR Tech, SaaS",B2B,Nidhi Taparia,,gemini
Homified Pitch.pdf,Error - No Text,,,,,failed
hookolupay v8.0 (1).pdf,Hookolupay,FinTech,B2B2C,Anand Kannan,,gemini
hookolupay v8.0 (1).pdf,Hookolupay,FinTech,B2B2C,Aziz Ali,,gemini
HooLiv_Deck.pdf,HooLiv,Student Housing / Real Estate Tech,"B2C, B2B2C",CHINMOY MISHRA,,gemini
HooLiv_Deck.pdf,HooLiv,Student Housing / Real Estate Tech,"B2C, B2B2C",GAURAV VIJ,,gemini
HooLiv_Deck.pdf,HooLiv,Student Housing / Real Estate Tech,"B2C, B2B2C",ABHISHEK VERMA,,gemini
HooLiv_Deck.pdf,HooLiv,Student Housing / Real Estate Tech,"B2C, B2B2C",RASMI MISHRA,,gemini
Hourly Rooms- Pitch.pdf,Hourly Rooms,Hospitality,B2B2C,Umesh Patil,,gemini
Hourly Rooms- Pitch.pdf,Hourly Rooms,Hospitality,B2B2C,Subhash Patekar,,gemini
Hourly Rooms- Pitch.pdf,Hourly Rooms,Hospitality,B2B2C,Ashish Mishra,,gemini
Hourly Rooms- Pitch.pdf,Hourly Rooms,Hospitality,B2B2C,Mayur Agarwal,,gemini
Hourly Rooms- Pitch.pdf,Hourly Rooms,Hospitality,B2B2C,Karan Randhve,,gemini
House of shelby’s.pdf,HHoouussee ooff sshheellbbyy’’ss,Cloud Kitchen / Food-tech,B2C,Kumar srinivas manchala,,gemini
House of shelby’s.pdf,HHoouussee ooff sshheellbbyy’’ss,Cloud Kitchen / Food-tech,B2C,Deepak Budumuru,,gemini
HouseOfZelena - Nov_24.pdf,Error - No Text,,,,,failed
HRJee PPT-V.0.1.pdf,HRJEE,HR Tech,B2B,Rahul Singh,,gemini
Hutah Industries Biomass to SAF - FT- Deck.pdf,Hutah Industries,Sustainable Aviation Fuel (SAF) / Renewable Energy,B2B,Aditya Pandit,,gemini
Hutah Industries Biomass to SAF - FT- Deck.pdf,Hutah Industries,Sustainable Aviation Fuel (SAF) / Renewable Energy,B2B,Markus Alholm,,gemini
Hutah Industries Biomass to SAF - FT- Deck.pdf,Hutah Industries,Sustainable Aviation Fuel (SAF) / Renewable Energy,B2B,Anato KZhimomi,,gemini
Hutah Industries Biomass to SAF - FT- Deck.pdf,Hutah Industries,Sustainable Aviation Fuel (SAF) / Renewable Energy,B2B,Anil Babu Jami,,gemini
Hutah Industries Biomass to SAF - FT- Deck.pdf,Hutah Industries,Sustainable Aviation Fuel (SAF) / Renewable Energy,B2B,Tejaswini Pandit,,gemini
Hutah Industries Biomass to SAF - FT- Deck.pdf,Hutah Industries,Sustainable Aviation Fuel (SAF) / Renewable Energy,B2B,Vinatoli Yeptho,,gemini
HyLyt - Investor Deck June 2024.pdf,HyLyt,Information Management,B2B,Rajat Singhania,,gemini
HyLyt - Investor Deck June 2024.pdf,HyLyt,Information Management,B2B,Avtar Monga,,gemini
HyLyt - Investor Deck June 2024.pdf,HyLyt,Information Management,B2B,Bharat Bafna,,gemini
HyLyt - Investor Deck June 2024.pdf,HyLyt,Information Management,B2B,Chirayu Dalwadi,,gemini
HyperGro - March25.pdf,Error - No Text,,,,,failed
Hypothesis investor deck.pdf,Hypothesis,DTC Growth / Conversational AI,DTC,Damini Mishra,,gemini
i - A Treefe Company v3.1.pdf,i,Social Media / AI,B2C,Amey Naik,,gemini
i - A Treefe Company v3.1.pdf,i,Social Media / AI,B2C,Kapil Agarwal,,gemini
i - A Treefe Company v3.1.pdf,i,Social Media / AI,B2C,Omkar Mayekar,,gemini
icogz IM Teaser Apr25.pdf,ICOGZ TECHNOLOGIES LTD.,"AI/ML, Data Analytics, SaaS",B2B,Amit Tripathi,,gemini
icogz IM Teaser Apr25.pdf,ICOGZ TECHNOLOGIES LTD.,"AI/ML, Data Analytics, SaaS",B2B,Vrutika Dawda,,gemini
icogz IM Teaser Apr25.pdf,ICOGZ TECHNOLOGIES LTD.,"AI/ML, Data Analytics, SaaS",B2B,Shahan Degamwala,,gemini
icogz IM Teaser Apr25.pdf,ICOGZ TECHNOLOGIES LTD.,"AI/ML, Data Analytics, SaaS",B2B,Jamil Zablah,,gemini
IID Infloso Pitch.pdf,Infloso AI,"AI/ML, Marketing Tech",B2B,Utkarsh K.,,gemini
IID Infloso Pitch.pdf,Infloso AI,"AI/ML, Marketing Tech",B2B,Bharat K.,,gemini
IM - MagicalNest - The Future of Global Home Interiors - 11thJan2025.pdf,magicalnest.ai,Home Interiors / Interior Design / AI,"D2C, B2B2C",Rahul Bhatt,,gemini
IM - MagicalNest - The Future of Global Home Interiors - 11thJan2025.pdf,magicalnest.ai,Home Interiors / Interior Design / AI,"D2C, B2B2C",Ankush Dixit,,gemini
IM - MagicalNest - The Future of Global Home Interiors - 11thJan2025.pdf,magicalnest.ai,Home Interiors / Interior Design / AI,"D2C, B2B2C",Rohit Rai,,gemini
immunitoAI_seriesA_19_01_25.pdf,immunitoAI,"AI/ML, HealthTech, Biotechnology",B2B,Aridni Shah,,gemini
immunitoAI_seriesA_19_01_25.pdf,immunitoAI,"AI/ML, HealthTech, Biotechnology",B2B,Trisha Chatterjee,,gemini
InDecimal Deck.pdf,Indecimal,Construction Tech,B2C,Abhijeet Sarkar,,gemini
InDecimal Deck.pdf,Indecimal,Construction Tech,B2C,Gatish Nayak,,gemini
InDecimal Deck.pdf,Indecimal,Construction Tech,B2C,Utkarsh Mishra,,gemini
Infilect Series A Investment September 2024 v2 (1) (1).pdf,Infilect,RetailTech / SaaS / AI/ML,B2B,Anand Prabhu Subramanian,,gemini
Infilect Series A Investment September 2024 v2 (1) (1).pdf,Infilect,RetailTech / SaaS / AI/ML,B2B,Vijay Gabale,,gemini
Innate Campus - Vision v1.3.pdf,The Innate Campus,Community Living / Co-living / Retreats,B2C,Harry,,gemini
InnerGize - Investment Memo.pdf,InnerGize,Health Tech,B2C,Dr. Siddhant Bhargava,,gemini
InnerGize - Investment Memo.pdf,InnerGize,Health Tech,B2C,Shalmali Kadu,,gemini
InnerGize - Investment Memo.pdf,InnerGize,Health Tech,B2C,Mitansh Khurana,,gemini
InnerGize PITCH DECK.pdf,InnerGize,,,,,gemini
InnoQor_PitchDeck_Investor - InnoQor.pdf,InnoQor,Water Purification,B2C,Ankit Vaghasiya,,gemini
InnoQor_PitchDeck_Investor - InnoQor.pdf,InnoQor,Water Purification,B2C,Prabhulinga H,,gemini
InnoQor_PitchDeck_Investor - InnoQor.pdf,InnoQor,Water Purification,B2C,Rasika Patil,,gemini
InnoQor_PitchDeck_Investor - InnoQor.pdf,InnoQor,Water Purification,B2C,Dr.Vinita Apraj,,gemini
InnoQor_PitchDeck_Investor - InnoQor.pdf,InnoQor,Water Purification,B2C,Madhur Vaghela,,gemini
InnoQor_PitchDeck_Investor - InnoQor.pdf,InnoQor,Water Purification,B2C,Jyotsna H,,gemini
Inovact-Social-Pitch-Deck - Jan_25.pdf,INOVACT PRIVATE LIMITED,Social Network,B2B,Sarang Shivu,,gemini
Insight AI - Feb25.pdf,Error - No Text,,,,,failed
Insyd - Discovery & Engagement Platform for Architecture industry _ Misfits Capital.pdf,Insyd,ArchitectureTech,B2B/B2C Freemium,Saumya Bansal,,gemini
Insyd - Discovery & Engagement Platform for Architecture industry _ Misfits Capital.pdf,Insyd,ArchitectureTech,B2B/B2C Freemium,Saurabh Agarwal,,gemini
InSync-PitchDeck.pdf,Sarvjan Fintech Pvt Ltd,FinTech,B2B,,,gemini
Integrated GiG Platform.pdf,An Integrated GiG Platform(IGP),Gig Economy Platform,B2B2C,,,gemini
Integrated Health & Financial Wellness - Wellthify Pitch Deck.pdf,Wellthify,"HealthTech, FinTech, Wellness SaaS",B2B,Sagar Gupta,https://www.linkedin.com/in/sagar-gupta15/,gemini
Integrated Health & Financial Wellness - Wellthify Pitch Deck.pdf,Wellthify,"HealthTech, FinTech, Wellness SaaS",B2B,Purvang Shah,https://www.linkedin.com/in/purvangg,gemini
Integrated Health & Financial Wellness - Wellthify Pitch Deck.pdf,Wellthify,"HealthTech, FinTech, Wellness SaaS",B2B,Sanjeev Sarma,,gemini
Intello_Revised pitch deck_vS.pdf,Intello Labs Pvt Ltd.,AgriTech,B2B,Milan Sharma,,gemini
Intello_Revised pitch deck_vS.pdf,Intello Labs Pvt Ltd.,AgriTech,B2B,Nishant Mishra,,gemini
IntrobotDeck_S_v7.pdf,Introbot AI,"AI/ML, SaaS, Community Engagement",B2B,Utkarsh Roy,https://linkedin.com/in/utkarshroy,gemini
Introducing Clixi Mobility.pdf,CLIXI,Last-mile mobility & logistics,B2B2C,Srijan Sharma,,gemini
Introducing Clixi Mobility.pdf,CLIXI,Last-mile mobility & logistics,B2B2C,Punit Gupta,,gemini
Introducing Clixi Mobility.pdf,CLIXI,Last-mile mobility & logistics,B2B2C,Ankit Thakur,,gemini
Introducing PawSpace!_FV2 (1).pdf,PawSpace,Pet Care Services,B2C,Karthikeyan Prashanth,,gemini
Introducing PawSpace!_FV2 (1).pdf,PawSpace,Pet Care Services,B2C,Shweta Sharma,,gemini
Introducing PawSpace!_FV2 (1).pdf,PawSpace,Pet Care Services,B2C,Mahesh,,gemini
Introduction to Upside Health - v18.1.pdf,Upside Health,HealthTech,D2C,Shweta Mohan,,gemini
Introduction to Upside Health - v18.1.pdf,Upside Health,HealthTech,D2C,Sachin Vyas,,gemini
Introduction to Upside Health - v18.1.pdf,Upside Health,HealthTech,D2C,Anurag Jain,,gemini
Introduction to Upside Health V8.pdf,Upside Health,HealthTech,D2C,Shweta Mohan,,gemini
Introduction to Upside Health V8.pdf,Upside Health,HealthTech,D2C,Sachin Vyas,,gemini
Introduction to Upside Health V8.pdf,Upside Health,HealthTech,D2C,Anurag Jain,,gemini
invest4edu Pitch Deck - March_24.pdf,Invest4Edu,"FinTech, EdTech, WealthTech",B2B2C,Peeyush Agrawal,,gemini
invest4edu Pitch Deck - March_24.pdf,Invest4Edu,"FinTech, EdTech, WealthTech",B2B2C,Hemika Tanwar,,gemini
invest4edu Pitch Deck - March_24.pdf,Invest4Edu,"FinTech, EdTech, WealthTech",B2B2C,Rozy Efzal,,gemini
invest4edu Pitch Deck - March_24.pdf,Invest4Edu,"FinTech, EdTech, WealthTech",B2B2C,Chintan Kotak,,gemini
invest4edu Pitch Deck - March_24.pdf,Invest4Edu,"FinTech, EdTech, WealthTech",B2B2C,Tushar Bopche,,gemini
invest4edu Pitch Deck - March_24.pdf,Invest4Edu,"FinTech, EdTech, WealthTech",B2B2C,Manoj Sharma,,gemini
invest4edu Pitch Deck - March_24.pdf,Invest4Edu,"FinTech, EdTech, WealthTech",B2B2C,Aditya Agarwala,,gemini
Investment Memorandum_v7.pdf,LMS Payments,"FinTech, SaaS",B2B,Adarsh Sharma,,gemini
Investment Memorandum_v7.pdf,LMS Payments,"FinTech, SaaS",B2B,Kaustubh Dasgupta,,gemini
Investment Memorandum_v7.pdf,LMS Payments,"FinTech, SaaS",B2B,Ranjan Kant,,gemini
Investment Memorandum_v9.pdf,LMS Payments,FinTech,B2B,Adarsh Sharma,,gemini
Investment Memorandum_v9.pdf,LMS Payments,FinTech,B2B,Kaustubh Dasgupta,,gemini
Investment Memorandum_v9.pdf,LMS Payments,FinTech,B2B,Ranjan Kant,,gemini
Investment Note Stratzy (1).pdf,Stratzy,FinTech,B2B2C,Stratzy,,gemini
Investment Note Stratzy.pdf,Stratzy,FinTech,B2B2C,,,gemini
Investment opportunity in a high growth B2B2C hybrid edtech company (1).pdf,,EdTech,B2B2C,Founder & CEO,,gemini
Investment opportunity in a high growth B2B2C hybrid edtech company (1).pdf,,EdTech,B2B2C,Co-Founder & CTO,,gemini
Investment opportunity in a high growth B2B2C hybrid edtech company (1).pdf,,EdTech,B2B2C,Co-Founder & COO,,gemini
Investor Deck 11-09-24 .pdf,,,,,,gemini
Investor Pitch_Deck_New_V2500.pdf,CultureOS,HR Tech,B2B,Nilanjan Das,https://www.linkedin.com/in/nilanjan-das-b43a1b13,gemini
Investor Presentation-New.pdf,Trydan Tech,Energy Storage Systems,B2B,Dr. Sa Ilangovan,,gemini
Investor Presentation-New.pdf,Trydan Tech,Energy Storage Systems,B2B,Dr. Blessy Varghese,,gemini
Investor Presentation-New.pdf,Trydan Tech,Energy Storage Systems,B2B,Satheesh Kumar,,gemini
Investor Presentation-New.pdf,Trydan Tech,Energy Storage Systems,B2B,Hari Krishnan D,,gemini
InvoicEase Pitch Deck.pdf,MSME Wholesalers,FinTech,B2B,Onkar Borade,,gemini
InvoicEase Pitch Deck.pdf,MSME Wholesalers,FinTech,B2B,Rohit Kumar,,gemini
InvoicEase Pitch Deck.pdf,MSME Wholesalers,FinTech,B2B,Akshat Sarraf,,gemini
InvoicEase Pitch Deck.pdf,MSME Wholesalers,FinTech,B2B,Vennela Nived Warge,,gemini
InvoicEase Pitch Deck.pdf,MSME Wholesalers,FinTech,B2B,Kanishk Garg,,gemini
iThrive - July_25.pdf,iThrive Academy,"HealthTech, Functional Nutrition","D2C, B2B2C",Mugdha Pradhan,,gemini
iThrive - July_25.pdf,iThrive Academy,"HealthTech, Functional Nutrition","D2C, B2B2C",Neelesh Marik,,gemini
iThrive - July_25.pdf,iThrive Academy,"HealthTech, Functional Nutrition","D2C, B2B2C",Avinash Deshmukh,,gemini
izDOX_AI_Platform_Overview.pdf,izDOX,SaaS,B2B,Rahul Bhanose,https://www.linkedin.com/in/rahul-bhanose,gemini
jan25-global.pdf,Contrails AI,"AI/ML, Trust & Safety (T&S)",B2B,Amitabh Kumar,,gemini
jan25-global.pdf,Contrails AI,"AI/ML, Trust & Safety (T&S)",B2B,Digvijay Singh,,gemini
JB Air purifier - March25.pdf,Error - No Text,,,,,failed
JellyBelly v3.120625.pdf,Jelly Belly Foods,F&B,"B2C, D2C, B2B",Narendra Yendru,,gemini
JellyBelly v3.120625.pdf,Jelly Belly Foods,F&B,"B2C, D2C, B2B",Ranjith Vemula,,gemini
JFPL BRIDGE FUND.pdf,WheyBetter Nutrition,Food,D2C,Sunil Chauhan,,gemini
JFPL BRIDGE FUND.pdf,WheyBetter Nutrition,Food,D2C,Saumil Thanawala,,gemini
Jobslet - VC Pitch .pdf,Jobslet,Job-Tech,B2C,Richa Kumari (Sahu),,gemini
Joyspoon Investment Deck.pdf,JOYSPOON,FMCG,D2C,Yash Mehta,,gemini
Joyspoon Investment Deck.pdf,JOYSPOON,FMCG,D2C,Vaishali Mehta,,gemini
July 5th 2025 Pitch_HDIP.pdf,HDIPlatform,HRTech/SaaS,B2B,Ashok Samal,,gemini
Jumbaya Pitch Deck_27-Nov-2024_.pdf,Jumbaya,EdTech,B2B,Shailesh Prithani,,gemini
Jumbaya Pitch Deck_27-Nov-2024_.pdf,Jumbaya,EdTech,B2B,Shreya Sarda,,gemini
Jumbaya Pitch Deck_27-Nov-2024_.pdf,Jumbaya,EdTech,B2B,Amrita Jaisingh,,gemini
